Number,Priority,Requested for,Configuration item,Short description,State,Assignment group,Assigned to,Child Incidents,Updated,Updated by,Category,Resolution notes,Detailed description,Work notes,Closed by,Created by,Opened by,Reassignment count,Resolved by,Created,Resolved,Resolve time,Days Open
INC1575340,4 - Low,CSDT CSDT,FicoMonitoring,PRD Tidal Job FicoMonitoring | 20649005 | Completed Abnormally,Closed,MgdSvc-ITCS - Care Management,Srinivasa Ranga,0,12-12-2025 09:21:50 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"11/20/2025 02:40:09 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/20/2025 02:40:09 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",,CSDT,CSDT CSDT,1,Srinivasa Ranga,11-20-2025 02:40:09 AM,11-20-2025 02:04:56 PM,41087,14
INC1559615,4 - Low,CSDT CSDT,AssessmentNeededMembersFromFacetsEDW2,**RUNNING LONG** AssessmentNeededMembersFromFacetsEDW2 | Job ID 20521518 | in Tidal PRD,Closed,MgdSvc-ITCS - Care Management,Gaurav Singh,0,11-07-2025 04:00:01 PM,ldao,Incident,,"AssessmentNeededMembersFromFacetsEDW2 has an average run time of 65 minutes but has now been active for 1130 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","10/25/2025 11:11:45 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 11:11:45 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 1130

10/25/2025 10:11:04 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 1070

10/25/2025 10:11:04 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 09:11:07 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 1010

10/25/2025 09:11:07 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 08:11:08 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 08:11:08 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 949

10/25/2025 07:10:40 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 07:10:40 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 889

10/25/2025 06:10:25 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 829

10/25/2025 06:10:25 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 05:11:33 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 05:11:33 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 769

10/25/2025 04:11:57 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 04:11:57 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 709

10/25/2025 03:11:37 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 03:11:37 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 649

10/25/2025 02:11:37 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 02:11:36 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 589

10/25/2025 01:11:13 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 528

10/25/2025 01:11:13 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 12:11:17 PM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 468

10/25/2025 12:11:17 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 11:10:59 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 11:10:59 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 408

10/25/2025 10:10:45 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 10:10:44 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 348

10/25/2025 09:09:20 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 288

10/25/2025 09:09:20 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 08:09:05 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 08:09:05 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 228

10/25/2025 07:10:56 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

10/25/2025 07:10:56 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 168

10/25/2025 06:19:26 AM - CSDT CSDT (Work notes)
Parent:\CTS\SSIS | Actual Duration: 112

10/25/2025 06:19:26 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT CSDT,CSDT CSDT,0,Gaurav Singh,10-25-2025 06:19:26 AM,10-28-2025 06:28:25 AM,259739,13
INC1488527,4 - Low,CSDT CSDT,UMDiscrepancy,**RUNNING LONG** UMDiscrepancy | Job ID 19898304 | in Tidal PRD,Closed,ITCS - Clinical Automation,Dudekula Ahmad,1,07-02-2025 04:00:16 PM,ldao,Incident,,"UMDiscrepancy has an average run time of 150 minutes but has now been active for 385 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","06/19/2025 12:11:11 PM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 385

06/19/2025 11:11:14 AM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 325

06/19/2025 10:12:54 AM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 265

06/19/2025 10:12:54 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/19/2025 09:12:01 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/19/2025 09:12:01 AM - CSDT CSDT (Work notes)
Parent:\CDA\UMDiscrepancy | Actual Duration: 205

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,06-19-2025 09:12:01 AM,06-20-2025 07:14:35 AM,79354,13
INC1521825,4 - Low,CSDT CSDT,ProcessNewUpdatedGeorgiaAuths,PRD Tidal Job ProcessNewUpdatedGeorgiaAuths | 20189596 | Completed Abnormally,Closed,ITCS - UM Integration,Dudekula Ahmad,0,08-28-2025 07:00:01 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/18/2025 06:47:55 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 06:17:45 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 05:47:31 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 05:17:24 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 04:47:15 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 04:17:05 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 03:46:56 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 03:16:44 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 02:46:35 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 02:16:25 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 01:46:20 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 01:16:10 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 12:45:58 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/18/2025 12:15:49 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 11:45:36 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 11:15:28 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 10:45:20 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 10:15:08 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 09:45:02 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 09:14:56 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 08:44:48 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 08:14:42 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 07:44:33 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 07:14:21 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 06:44:15 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 06:14:01 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 05:43:52 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 05:13:41 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 04:43:28 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 04:13:22 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 03:43:15 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 03:13:09 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 02:42:57 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 02:12:47 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 01:42:42 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 01:12:35 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 12:42:30 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 12:12:23 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 11:42:12 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 11:12:03 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 10:41:58 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 10:11:51 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 09:41:41 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 09:11:31 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 08:41:21 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 08:11:11 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 08:11:11 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/17/2025 07:41:01 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/17/2025 07:41:01 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 07:10:50 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

08/17/2025 07:10:50 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,08-17-2025 07:10:50 AM,08-18-2025 08:04:10 AM,89600,11
INC1585697,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20788282 | Completed Abnormally,Resolved,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,12-12-2025 09:20:33 PM,system,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"12/11/2025 11:09:51 PM - Shivani Fulara (Work notes)
Duplicate ticket INC1587867

12/09/2025 08:16:45 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

12/09/2025 08:16:45 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT,CSDT CSDT,0,Shivani Fulara,12-09-2025 08:16:45 AM,12-11-2025 11:09:51 PM,226386,13
INC1533066,4 - Low,CSDT CSDT,Medicaid & MyCare Enrollment and Marketshare,PRD Tidal Job Medicaid & MyCare Enrollment and Marketshare | 20295646 | Completed Abnormally,Closed,MgdSvc-ITCS - Clinical Automation,Gaurav Singh,0,09-19-2025 04:00:01 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/08/2025 07:07:40 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

09/08/2025 07:07:40 AM - CSDT CSDT (Work notes)
Parent:\CareModel\BI_Reports\Marketing and Sales Collaboration | Agent: DAYPRDSISAPP02

",,CSDT,CSDT CSDT,0,Gaurav Singh,09-08-2025 07:07:40 AM,09-09-2025 02:39:18 AM,70298,11
INC1572939,4 - Low,CSDT CSDT,NF-NursingFacilityProcessor,**RUNNING LONG** NF-NursingFacilityProcessor | Job ID 20629825 | in Tidal PRD,Closed,MgdSvc-ITCS - Clinical Automation,Poormitha Kalapala,0,12-12-2025 09:16:45 PM,system,Incident,,"NF-NursingFacilityProcessor has an average run time of 300 minutes but has now been active for 658 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","11/19/2025 08:47:58 AM - Poormitha Kalapala (Work notes)
Job completed normally.

11/15/2025 07:08:21 PM - Susan Stasik (Work notes)
Work notes from INCTASK0295057:

NF-NursingFacilityProcessor completed normally at 7:00 PM after 716 minutes.

11/15/2025 06:07:24 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/15/2025 06:07:24 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 658

11/15/2025 05:10:14 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 598

11/15/2025 05:10:14 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/15/2025 04:57:41 PM - Shawn Murphy (Work notes)
Work notes from INCTASK0295057:

History shows normal runtime is around 718 minutes.  Estimated runtime is extremely off for this job.

11/15/2025 04:10:14 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/15/2025 04:10:14 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 538

11/15/2025 03:06:55 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 478

11/15/2025 03:06:55 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/15/2025 02:20:34 PM - Thomas Richards (Work notes)
Work notes from INCTASK0295057:

Verified no blocking on 69, 70 or 72 as of 2:17 PM

11/15/2025 02:05:09 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 418

11/15/2025 02:05:09 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

11/15/2025 01:06:53 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Actual Duration: 358

11/15/2025 01:06:53 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",,CSDT CSDT,CSDT CSDT,0,Poormitha Kalapala,11-15-2025 01:06:53 PM,11-19-2025 08:47:58 AM,330065,17
INC1505888,4 - Low,CSDT CSDT,CareModel_FACETSToEDI_Load,**RUNNING LONG** CareModel_FACETSToEDI_Load | Job ID 20047257 | in Tidal PRD,Closed,ITCS - Clinical Automation,Dudekula Ahmad,0,07-31-2025 04:00:42 PM,ldao,Incident,,"CareModel_FACETSToEDI_Load has an average run time of 53 minutes but has now been active for 381 minutes.  If action needs to be taken, create an INCTASK off of this incident for CS-IT-Operations.","07/19/2025 04:08:30 AM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Actual Duration: 381

07/19/2025 03:08:14 AM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Actual Duration: 321

07/19/2025 02:08:35 AM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Actual Duration: 261

07/19/2025 01:08:12 AM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Actual Duration: 201

07/19/2025 12:08:25 AM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Actual Duration: 141

07/19/2025 12:08:25 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/18/2025 11:07:59 PM - CSDT CSDT (Work notes)
Parent:\CareModel\FACETS_Claim_Load\FACETSToEDILoad | Actual Duration: 80

07/18/2025 11:07:59 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT CSDT,CSDT CSDT,1,Dudekula Ahmad,07-18-2025 11:07:59 PM,07-21-2025 03:59:26 AM,190287,13
INC1524445,4 - Low,CSDT CSDT,CotivitiProcessAcknowledgmentFile,PRD Tidal Job CotivitiProcessAcknowledgmentFile | 20245640 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,09-05-2025 06:00:02 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"08/25/2025 08:32:56 AM - Shivani Fulara (Work notes)
Due to missing claim lines from users the job failed
It run successfully in next job

08/21/2025 05:31:34 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

08/21/2025 05:31:34 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,08-21-2025 05:31:34 PM,08-25-2025 08:32:56 AM,313282,15
INC1510986,4 - Low,CSDT CSDT,CotivitiProcessResultFile,PRD Tidal Job CotivitiProcessResultFile | 20128428 | Completed Abnormally,Closed,MgdSvc-ITCS - Grievance and Appeals,Shivani Fulara,0,08-12-2025 09:00:01 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"07/30/2025 09:42:31 AM - Shivani Fulara (Work notes)
Due to complaint notes the result activity created later caused this failure

07/28/2025 04:31:43 PM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

07/28/2025 04:31:43 PM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

",System Administrator,CSDT,CSDT CSDT,0,Shivani Fulara,07-28-2025 04:31:43 PM,07-30-2025 09:42:31 AM,148248,15
INC1491064,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 19926152 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Prasanthkumar Vaddi,0,07-08-2025 04:00:02 PM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/24/2025 07:12:59 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

06/24/2025 07:12:59 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",System Administrator,CSDT,CSDT CSDT,0,Prasanthkumar Vaddi,06-24-2025 07:12:59 AM,06-25-2025 06:55:12 AM,85333,14
INC1489424,4 - Low,CSDT CSDT,TranslatedLetterDataLoad,PRD Tidal Job TranslatedLetterDataLoad | 19943475 | Completed Abnormally,Closed,ITCS - Clinical Automation,Shristi Malla,0,07-03-2025 11:00:02 AM,ldao,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"06/20/2025 11:02:18 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

06/20/2025 11:02:18 AM - CSDT CSDT (Work notes)
Parent:\CDA\StageMdpData | Agent: DAYPRDAPP07

",System Administrator,CSDT,CSDT CSDT,1,Shristi Malla,06-20-2025 11:02:18 AM,06-20-2025 11:39:48 AM,2250,13
INC1538092,4 - Low,CSDT CSDT,ProcessTocCases,PRD Tidal Job ProcessTocCases | 20338041 | Completed Abnormally,Closed,MgdSvc-ITCS - UM Integration,Jagan Mohan,0,10-14-2025 11:52:54 AM,tmclemo,Incident,,Please investigate. Job Output can be found in Tidal. Please see work notes for parent group and agent information.,"09/17/2025 07:13:29 AM - CSDT CSDT (Work notes)
Parent:\CTS\Microservices | Agent: DAYPRDCISAPP11

09/17/2025 07:13:29 AM - CSDT CSDT (Work notes)
Task auto-reassigned to Managed Services team

",Tara Brigner,CSDT,CSDT CSDT,0,Jagan Mohan,09-17-2025 07:13:29 AM,09-23-2025 01:23:09 AM,497380,16
